tick,year,month,day,population,awake,asleep,off,courtships_active,courtships_started,courtships_failed,courtships_completed,births,deaths,state_transitions,awake_to_asleep,asleep_to_awake,asleep_to_off
282300,2026,10,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
282400,2026,10,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
282500,2026,10,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
282600,2026,10,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
282700,2026,10,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
282800,2026,10,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
282900,2026,10,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
283000,2026,10,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
283100,2026,10,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
283200,2026,10,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
283300,2026,10,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
283400,2026,10,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
283500,2026,10,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
283600,2026,10,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
283700,2026,10,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
283800,2026,10,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
283900,2026,10,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
284000,2026,10,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
284100,2026,10,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
284200,2026,10,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
284300,2026,10,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
284400,2026,10,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
284500,2026,10,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
284600,2026,10,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
284700,2026,10,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
284800,2026,10,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
284900,2026,10,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
285000,2026,10,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
285100,2026,10,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
285200,2026,10,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
285300,2026,10,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
285400,2026,10,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
285500,2026,10,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
285600,2026,10,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
285700,2026,10,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
285800,2026,10,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
285900,2026,10,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
286000,2026,10,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
286100,2026,10,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
286200,2026,10,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
286300,2026,10,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
286400,2026,10,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
286500,2026,10,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
286600,2026,10,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
286700,2026,10,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
286800,2026,10,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
286900,2026,10,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
287000,2026,10,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
287100,2026,10,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
287200,2026,10,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
287300,2026,10,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
287400,2026,10,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
287500,2026,10,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
287600,2026,10,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
287700,2026,10,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
287800,2026,10,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
287900,2026,10,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
288000,2026,10,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
288100,2026,10,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
288200,2026,10,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
288300,2026,10,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
288400,2026,10,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
288500,2026,10,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
288600,2026,10,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
288700,2026,10,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
288800,2026,10,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
288900,2026,10,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
289000,2026,10,16,0,0,0,0,0,91,91,0,2,2,180,90,90,0
289100,2026,10,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
289200,2026,10,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
289300,2026,10,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
289400,2026,10,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
289500,2026,10,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
289600,2026,10,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
289700,2026,10,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
289800,2026,10,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
289900,2026,10,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
290000,2026,10,17,0,0,0,0,0,91,91,0,2,2,180,90,90,0
290100,2026,10,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
290200,2026,10,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
290300,2026,10,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
290400,2026,10,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
290500,2026,10,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
290600,2026,10,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
290700,2026,10,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
290800,2026,10,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
290900,2026,10,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
291000,2026,10,18,0,0,0,0,0,91,91,0,2,2,180,90,90,0
291100,2026,10,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
291200,2026,10,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
291300,2026,10,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
291400,2026,10,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
291500,2026,10,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
291600,2026,10,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
291700,2026,10,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
291800,2026,10,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
291900,2026,10,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
292000,2026,10,19,0,0,0,0,0,91,91,0,2,2,180,90,90,0
292100,2026,10,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
292200,2026,10,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
292300,2026,10,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
292400,2026,10,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
292500,2026,10,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
292600,2026,10,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
292700,2026,10,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
292800,2026,10,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
292900,2026,10,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
293000,2026,10,20,0,0,0,0,0,91,91,0,2,2,180,90,90,0
293100,2026,10,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
293200,2026,10,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
293300,2026,10,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
293400,2026,10,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
293500,2026,10,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
293600,2026,10,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
293700,2026,10,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
293800,2026,10,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
293900,2026,10,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
294000,2026,10,21,0,0,0,0,0,91,91,0,2,2,180,90,90,0
294100,2026,10,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
294200,2026,10,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
294300,2026,10,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
294400,2026,10,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
294500,2026,10,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
294600,2026,10,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
294700,2026,10,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
294800,2026,10,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
294900,2026,10,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
295000,2026,10,22,0,0,0,0,0,91,91,0,2,2,180,90,90,0
295100,2026,10,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
295200,2026,10,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
295300,2026,10,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
295400,2026,10,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
295500,2026,10,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
295600,2026,10,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
295700,2026,10,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
295800,2026,10,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
295900,2026,10,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
296000,2026,10,23,0,0,0,0,0,91,91,0,2,2,180,90,90,0
296100,2026,10,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
296200,2026,10,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
296300,2026,10,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
296400,2026,10,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
296500,2026,10,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
296600,2026,10,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
296700,2026,10,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
296800,2026,10,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
296900,2026,10,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
297000,2026,10,24,0,0,0,0,0,91,91,0,2,2,180,90,90,0
297100,2026,10,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
297200,2026,10,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
297300,2026,10,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
297400,2026,10,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
297500,2026,10,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
297600,2026,10,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
297700,2026,10,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
297800,2026,10,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
297900,2026,10,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
298000,2026,10,25,0,0,0,0,0,91,91,0,2,2,180,90,90,0
298100,2026,10,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
298200,2026,10,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
298300,2026,10,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
298400,2026,10,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
298500,2026,10,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
298600,2026,10,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
298700,2026,10,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
298800,2026,10,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
298900,2026,10,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
299000,2026,10,26,0,0,0,0,0,91,91,0,2,2,180,90,90,0
299100,2026,10,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
299200,2026,10,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
299300,2026,10,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
299400,2026,10,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
299500,2026,10,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
299600,2026,10,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
299700,2026,10,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
299800,2026,10,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
299900,2026,10,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
300000,2026,10,27,0,0,0,0,0,91,91,0,2,2,180,90,90,0
300100,2026,10,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
300200,2026,10,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
300300,2026,10,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
300400,2026,10,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
300500,2026,10,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
300600,2026,10,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
300700,2026,10,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
300800,2026,10,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
300900,2026,10,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
301000,2026,10,28,0,0,0,0,0,91,91,0,2,2,180,90,90,0
301100,2026,10,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
301200,2026,10,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
301300,2026,10,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
301400,2026,10,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
301500,2026,10,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
301600,2026,10,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
301700,2026,10,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
301800,2026,10,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
301900,2026,10,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
302000,2026,10,29,0,0,0,0,0,91,91,0,2,2,180,90,90,0
302100,2026,10,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
302200,2026,10,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
302300,2026,10,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
302400,2026,10,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
302500,2026,10,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
302600,2026,10,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
302700,2026,10,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
302800,2026,10,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
302900,2026,10,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
303000,2026,10,30,0,0,0,0,0,91,91,0,2,2,180,90,90,0
303100,2026,10,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
303200,2026,10,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
303300,2026,10,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
303400,2026,10,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
303500,2026,10,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
303600,2026,10,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
303700,2026,10,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
303800,2026,10,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
303900,2026,10,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
304000,2026,10,31,0,0,0,0,0,91,91,0,2,2,180,90,90,0
304100,2026,11,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
304200,2026,11,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
304300,2026,11,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
304400,2026,11,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
304500,2026,11,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
304600,2026,11,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
304700,2026,11,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
304800,2026,11,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
304900,2026,11,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
305000,2026,11,1,0,0,0,0,0,91,91,0,2,2,180,90,90,0
305100,2026,11,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
305200,2026,11,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
305300,2026,11,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
305400,2026,11,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
305500,2026,11,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
305600,2026,11,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
305700,2026,11,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
305800,2026,11,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
305900,2026,11,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
306000,2026,11,2,0,0,0,0,0,91,91,0,2,2,180,90,90,0
306100,2026,11,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
306200,2026,11,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
306300,2026,11,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
306400,2026,11,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
306500,2026,11,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
306600,2026,11,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
306700,2026,11,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
306800,2026,11,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
306900,2026,11,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
307000,2026,11,3,0,0,0,0,0,91,91,0,2,2,180,90,90,0
307100,2026,11,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
307200,2026,11,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
307300,2026,11,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
307400,2026,11,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
307500,2026,11,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
307600,2026,11,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
307700,2026,11,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
307800,2026,11,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
307900,2026,11,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
308000,2026,11,4,0,0,0,0,0,91,91,0,2,2,180,90,90,0
308100,2026,11,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
308200,2026,11,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
308300,2026,11,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
308400,2026,11,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
308500,2026,11,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
308600,2026,11,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
308700,2026,11,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
308800,2026,11,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
308900,2026,11,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
309000,2026,11,5,0,0,0,0,0,91,91,0,2,2,180,90,90,0
309100,2026,11,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
309200,2026,11,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
309300,2026,11,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
309400,2026,11,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
309500,2026,11,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
309600,2026,11,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
309700,2026,11,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
309800,2026,11,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
309900,2026,11,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
310000,2026,11,6,0,0,0,0,0,91,91,0,2,2,180,90,90,0
310100,2026,11,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
310200,2026,11,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
310300,2026,11,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
310400,2026,11,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
310500,2026,11,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
310600,2026,11,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
310700,2026,11,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
310800,2026,11,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
310900,2026,11,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
311000,2026,11,7,0,0,0,0,0,91,91,0,2,2,180,90,90,0
311100,2026,11,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
311200,2026,11,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
311300,2026,11,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
311400,2026,11,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
311500,2026,11,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
311600,2026,11,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
311700,2026,11,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
311800,2026,11,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
311900,2026,11,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
312000,2026,11,8,0,0,0,0,0,91,91,0,2,2,180,90,90,0
312100,2026,11,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
312200,2026,11,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
312300,2026,11,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
312400,2026,11,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
312500,2026,11,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
312600,2026,11,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
312700,2026,11,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
312800,2026,11,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
312900,2026,11,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
313000,2026,11,9,0,0,0,0,0,91,91,0,2,2,180,90,90,0
313100,2026,11,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
313200,2026,11,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
313300,2026,11,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
313400,2026,11,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
313500,2026,11,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
313600,2026,11,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
313700,2026,11,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
313800,2026,11,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
313900,2026,11,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
314000,2026,11,10,0,0,0,0,0,91,91,0,2,2,180,90,90,0
314100,2026,11,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
314200,2026,11,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
314300,2026,11,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
314400,2026,11,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
314500,2026,11,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
314600,2026,11,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
314700,2026,11,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
314800,2026,11,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
314900,2026,11,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
315000,2026,11,11,0,0,0,0,0,91,91,0,2,2,180,90,90,0
315100,2026,11,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
315200,2026,11,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
315300,2026,11,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
315400,2026,11,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
315500,2026,11,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
315600,2026,11,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
315700,2026,11,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
315800,2026,11,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
315900,2026,11,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
316000,2026,11,12,0,0,0,0,0,91,91,0,2,2,180,90,90,0
316100,2026,11,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
316200,2026,11,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
316300,2026,11,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
316400,2026,11,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
316500,2026,11,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
316600,2026,11,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
316700,2026,11,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
316800,2026,11,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
316900,2026,11,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
317000,2026,11,13,0,0,0,0,0,91,91,0,2,2,180,90,90,0
317100,2026,11,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
317200,2026,11,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
317300,2026,11,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
317400,2026,11,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
317500,2026,11,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
317600,2026,11,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
317700,2026,11,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
317800,2026,11,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
317900,2026,11,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
318000,2026,11,14,0,0,0,0,0,91,91,0,2,2,180,90,90,0
318100,2026,11,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
318200,2026,11,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
318300,2026,11,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
318400,2026,11,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
318500,2026,11,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
318600,2026,11,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
318700,2026,11,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
318800,2026,11,15,0,0,0,0,0,91,91,0,2,2,180,90,90,0
